"id","content"
"1fucu79","Tiny robot convoy conducts successful endoscopic surgery in a medical first | The robotic convoy’s surgical efficacy was demonstrated using pig organs."
"1fugro3","LG’s 100x thinner-than-hair material cuts battery explosion risk in EVs by 50% | SRL allows electricity to flow normally unless the battery gets too hot, in which case it acts like a fuse to stop it."
"1fv5dkt","Scientists have traced all 54.5 million connections in a fruit fly’s brain | By tracing every single connection between nerve cells in a single fruit fly’s brain, scientists have created the “connectome,” a tool that could help reveal how brains work."
"1fv6amw","World’s 1st solar-powered fuel delivery truck runs 8 hours on sunshine"
"1fvwoy9","MIT’s Star Wars-inspired ‘tractor beam’ uses light to capture, manipulate cells | This device could be used to study DNA, identify different types of cells, and explore the underlying causes of diseases."
"1fvxu2p","New polymer membrane boosts solid-state EV batteries' performance"
"1fvysc4","Stronger, greener PVC developed through chemical bonding to end microplastic menace | Researchers have found a way to electrically attach plasticizers directly to PVC molecules, creating a more stable and durable material through a process called “grafting.”"
"1fw1jbl","Scar-free healing: Worm protein could revolutionize wound treatment | Scientists found treated skin healed faster, even regenerating hair follicles by day 12."
"1fwp39i","US: New tool could help power 22 million homes with marine renewable energy"
"1fxfow6","Wine powers new battery tech, could boost EV range, performance"
"1fxjcd1","Pangolin-inspired robot poops tree seeds into holes it digs"
"1fy4w72","Wi-Fi Goes Long Range on New WiLo Standard | The new approach could underpin agricultural sensor networks and smart cities"
"1fy5b1l","New paper-based sensor detects heart attack biomarkers in just 15 minutes | Researchers have designed a paper-based vertical flow assay (VFA) to detect heart attack biomarkers."
"1fy5dp0","BrainChip unveils microscopic NPU that consumes less than 1 milliwatt of power | Designed for wearables, smart home, and IoT applications"
"1fy6aew","New metal-eating ‘bullet’ thrusters could power spacecraft for near-infinite range"
"1fyy13r","World’s 1st donor cell therapy helps 3 autoimmune disorder patients"
"1fyzxqs","Mussel-inspired sticky bacteria breaks down tough plastic waste faster | Annually, the U.S. generates as much as 40 million tons of plastic waste."
"1fz9bu0","Four-legged robot learns to climb ladders"
"1fzpk1n","Scientists create 1st light-powered microrobot to swim through sticky mucus | The first light-driven, toroidal micro-robot capable of autonomous movement in viscous liquids has been designed."
"1fzpohr","Electrical Stitches Speed Wound Healing in Rats | New sutures generate static electricity to mimic the body's natural electrical signals"
"1g02v71","NASA opened a $3M challenge for waste management in space!"
"1g0f66q","Robotic ‘finger’ could perform your next intimate physical exam  | Researchers have developed an ultrasensitive, human-like robotic ‘finger’ capable of safely performing routine physical examinations like a medical doctor would. They say the ‘robodoctor’ could be seen in medical clinics soon."
"1g0h2nq","US scientists turn waste streams into jet fuel that reduces carbon emissions by up to 70% | Volatile fatty acids can play a critical role in decarbonizing the aviation industry."
"1g0hb3o","New octopus-inspired adhesive’s gripping power holds anything underwater | This new technology has potential applications in underwater salvage, and rescue operations."
"1g0i9wn","Lasers could take broadband where fiber optics can’t"
"1g0mqy3","South Korea unveils world’s 1st autonomous, amphibious robotic missile launcher"
"1g172r9","Spider-Man-inspired sticky silk fibers lift 80 times their weight | The first web-slinging technology in which a fluid material shot from a needle solidifies – and is strong enough to adhere to and pick up objects."
"1g19dkw","Stretchable solar cells retain 95% efficiency after 100 stretches"
"1g1bnrq","US scientists shatter high-power uranium beam record, unlock new isotopes | A uranium beam striking a target undergoes fragmentation or fission, producing a range of rare, unstable isotopes with different numbers of neutrons."
"1g1zh1q","Soft robotics: how vine-like robots are transforming tumor treatment"
"1g2nc19","Two people communicate in dreams: Inception movie-styled sci-fi turned into reality | Participants were sleeping at their homes when their brain waves and other polysomnographic data were tracked remotely by a specially developed apparatus"
"1g2yjyd","Researchers develop method to make sound waves travel in one direction only | The research has applications in various fields, including radar technology and signal routing"
"1g3f1bu","Sodium batteries' commercialization gets boost with this novel method"
"1g435dl","Cardiovascular breakthrough: Nanoparticle therapy cuts plaque buildup in arteries | The new therapy works by identifying and attacking the specific areas of inflammation in the arteries."
"1g45iiz","'ZeroCAL' cement production process takes CO2 out of the equation | With 98% less CO2 emissions than traditional methods by decomposing limestone – the key raw material involved in making cement – to access calcium oxide, aka lime, without releasing carbon dioxide in the process."
"1g45kfu","World’s first 100% silicon anode EV battery unveiled, charges in 8.5 minutes | ProLogium’s 100 percent silicon composite anode enhances energy density and fast-charging performance."
"1g46xxx","New nanoparticle breakthrough targets fat absorption to combat obesity"
"1g4wnpa","Breakthrough eye scanner can detect diabetes, heart disease, Alzheimer’s | Eyes can be windows to our overall health."
"1g4xbgk","Florida hospital deploys $860K air-to-water generator in wake of Hurricane Milton | Proves that air moisture capture can supplement emergency water supply"
"1g4xxk3","Western Digital launches 32TB hard drive in SATA and SAS flavors, which is a new record for shingled magnetic recording-based drives — Ultrastar DC HC690 delivers sequential performance up to 257 MiB/s"
"1g4yped","ProLogium unveils 100% silicon composite anode EV battery at Paris Motor Show"
"1g51mop","First-ever human skin atlas provides ‘molecular recipe’ to build skin, heal scars | Through this organoid, the researchers were able to study how immune cells, specifically macrophages, contribute to blood vessel formation."
"1g5f5c0","938 Gbps: 6G testing hits 9000x 5G speed, could download 20+ movies in a second | The researchers achieved a 938 Gbps transmission data rate with less than a 300 MHz gap between different RF and mm-wave bands."
"1g5qb0l","US Space Force backs nuclear microreactor-powered rocket breakthrough"
"1g5qpzp","This Eyewear Offers a Buckshot Method to Monitor Health | Emteq Labs' Sense glasses track food and facial expressions"
"1g6hszs","Write with heat, erase with light: New tech could revolutionize data storage"
"1g7833g","From fingertip to insight: tracking health with sweat-powered sensors"
"1g7bqas","China’s Chery unveils autonomous flying car, completes 50-mile test flight |  The flying car, named ‘Land and Air Vehicle’, is designed without a steering wheel and comes with full autonomous driving capabilities"
"1g8lt7a","Handheld diagnostic that can isolate biomarkers for different diseases using sound waves, from a single drop of blood, in around an hour."
"1g8maxi","US’ laser facility to advance fusion research to achieve limitless energy | Beyond fusion and basic science research, the ATLAS Facility will also support interdisciplinary work into topics like medicine."
"1g8mbpw","China sets new world record with 800,000 times more magnetic field than Earth’s | China’s record-breaking magnet sets the stage for developing reliable magnets capable of sustaining even stronger magnetic fields."
"1g8o4up","World’s first hydrogen-powered wheel loader deployed in Austria"
"1g9gwmv","World’s largest alkaline electrolyzer will make 990 lbs of hydrogen per hour | According to Shuangliang, the new device can pump out around 396 pounds of hydrogen gas per hour."
"1g9hdn9","‘Electric plastic’ could open door to new generation of implants and wearable tech | Self-assembling, biocompatible molecular ribbons can store energy and information"
"1g9iljv","Scotland trials unique electric wallpapers to warm ‘oldest homes’ in world"
"1g9yb20","Anthropic’s latest AI update can use a computer on its own"
"1ga62zk","My dead father is writing me notes again"
"1ga7vkc","NYU develops new drug that attacks cancer cells without harming healthy ones | The researchers say the new technique may lead to new ways to treat patients with some cancers with minimal side effects."
"1ga81eq","Mercedes’ first EU plant to recycle 96% of batteries to power 50,000 new EVs yearly | The facility processes 2,500 tonnes of batteries yearly, supplying recycled materials for over 50,000 new EV battery modules."
"1ga9gjd","MIT engineers create solar-powered desalination system producing 5,000 liters of water daily | This could be a game-changer for inland communities where resources are scarce"
"1gaa894","Australia: World-1st tech achieves 90% lithium recovery from deserts"
"1gayuar","Rare Earth oxide coatings allow turbine engines to operate at record 3,300°F | The researchers created and tested new combinations of rare Earth elements, such as yttrium, erbium, and ytterbium."
"1gb1mgk","10 floors tall: China unveils world's most powerful hydraulic cylinder"
"1gb41fk","50 mins of no oxygen: Liver helps revive dead pig’s brain after heart attack | The key to the experiment’s success lies in incorporating the liver into a life support system known as liver-assisted brain normothermic machine perfusion."
"1gbqg92","Popular drug to end early pregnancies could also extend lifespan, scientists say | Scientists say mifepristone, used in cancer and reproductive care, could pave the way for anti-aging treatments."
"1gbtnkj","Oxford creates world’s smallest biodegradable battery for medical use"
"1gd8ytf","US develops portable device that extracts water from air using 50% less energy | The device uses special materials that change temperature when stretched or compressed, allowing it to cool the air and condense water vapor with minimal energy use."
"1gdahxn","High-performance computing software scans a mega quantum detector"
"1gdl9zp","Capturing carbon from the air just got easier"
"1gdzobv","Gold extraction from e-waste gets 10 times more efficient with new sponge material | Researchers developed a nanoscale cross-dimensional composite material via self-assembly of two-dimensional graphene oxide and one-dimensional chitosan macromolecules."
"1geiha6","MIT’s new cancer therapy combines tumor destruction, chemo in single implant | The combination of phototherapy and chemotherapy could offer a more effective way to fight aggressive tumors."
"1getptm","3D laser bioprinter designed for precise human tissue engineering"
"1gfkn0p","Scientists find CO2-eating algae strain, could help in ocean decarbonization | This strain sinks easily in water, making it an excellent candidate for carbon sequestration projects and the bioproduction of valuable commodities."
"1gflnk0","3.5 GW: World first artificial island can power 3 million homes"
"1gfobbs","Breakthrough light-harvesting photoswitch can store solar power for months | When heat is stored as chemical bonds, it can be retained for weeks and months without energy losses."
"1gfop1o","The world's first ever electric hydrofoil ferry begins operations"
"1ggbp4p","Waste polystyrene patch generates static electricity from wind, could run ACs | This energy harvesting is enabled by electrospinning alternating layers of small and large diameter polystyrene fibers."
"1ggdtlc","Rice physicists rewrite magnetism rules to boost quantum computers"
"1gghl7p","Powerful laser cuts 100mm steel underwater with ease for safer nuclear cleanup | Even in simulated underwater conditions at depths up to 10 meters, KIMM’s technology can use a powerful laser to cut through stainless steel"
"1gh2tbz","Power on the move: New silk thread tech turns clothes into electricity generators | This flexible, lightweight, and non-toxic material makes it ideal for wearable applications."
"1gh4jg6","New plant plans to recycle 30% of US' retired solar panels in 2030"
"1gh4wtp","Used tire-based solar desalination tech makes 3.67 liters of drinking water daily | The device generated 3.67 liters of fresh water each day during the test in Halifax Harbour."
"1ghvn9j","Space debris tracking improved by 10,000x with breakthrough laser tech"
"1gik7bn","US firm follows unique pulsed magnetic concept to achieve fusion for limitless energy | The company is using pulser modules, a small meter-scale fusion chamber, and centimeter-scale fuel containers for the critical process."
"1gik8cw","Breakthrough material could help replace lithium cells, lead to potassium batteries | Many of the highest-performing potassium-ion battery designs currently use cathodes made from Prussian White."
"1gimonz","Robot retrieves 1st melted fuel sample from damaged Fukushima reactor"
"1gjegsn","Bidirectional charging EV batteries could help EU save over $23 billion a year "
"1gjgxyg","World’s first immortal lip cells created in a groundbreaking lab study | Researchers from the University of Bern achieve a significant first step in lip research by producing immortalized lip cells in the lab."
"1gk4ika","World’s 1st cloned ferret gives birth to healthy kits in a conservation milestone | The introduction of genetic material from a cloned ferret aims to enhance genetic diversity and improve the species’ chances of survival."
"1gk69w7","90% in 15 mins: US firm’s new EV battery achieves higher charge with silicon anode | The EV battery is close to achieving 1,000 cycles and has also passed the military nail penetration test."
"1gk6jpc","New high-speed 3D bioprinter uses acoustics to print human tissues"
"1gkyspt","Silicon-based EV batteries promise 2x range, improved safety, and fast charging"
"1gl1g6t","Europe’s record-breaking hyperloop hits 88-mile milestone at blazing 303 mph | Tests hit a milestone, simulating an 88-mile hyperloop journey on a 7.3-mile track, reaching 303.4 mph, scaled to 25.3 mph in low-pressure tests."
"1glp5jj","From trash to fuel: US scientist unlocks green hydrogen potential in plastic bottles | The research uses low-amount solvents acting as hydrogen sources to break down a specific class of plastics called condensation polymers."
"1glq2sw","Norwegian researchers develop energy-efficient CO2 capture reactor"
"1gltvxj","Advanced sensing tech can detect lung cancer in your exhaled breath"
"1gm7hna","Security experts warn of new hacker strategy targeting Windows drivers"
"1gmh026","Researchers develop low-cost system to detect wildfires within seconds of ignition | This system, called FireLoc, could detect fires igniting from up to 3,000 feet away and accurately map wildfires to within 180 feet of their origin."
"1gmhrb2","How nuclear power is shaping the future of commercial shipping"
"1gmkv33","Gluing proteins together kills cancer super selectively | Scientists have demonstrated a creative new way to kill cancer cells effectively, with few side effects. Gluing two particular proteins together tricks the tumors into destroying themselves."
"1gmyyn9","AI helps robot dogs navigate the real world | Four-legged robot dogs learned to perform new tricks by practising in a virtual platform that mimics real-world obstacles – a possible shortcut for training robots faster and more accurately"
"1gnd9hh","Waste oil turned into biodiesel in just 60 minutes, can power all types of vehicles | Chemists have also claimed that the reaction can be completed in under an hour at a temperature lower than that required to boil water."
"1gnpd51","US firm sets fusion plasma temperature record at 392 million degrees F"
"1go0xuj","LG's EV battery with six times more energy to power Rivian R2"
"1go1r0p","Next-gen transparent semiconductor material could make electronics efficient, faster | The entirely synthetic material is both transparent and highly conductive, making it ideal for high-power electronics."
"1go2egw","Groundbreaking laser tech enables faster, safer landmine detection"
"1gosc0p","New stellarator design to boost fusion research, stays on all the time"
"1goupx8","Students’ unique humanoid robot achieves real-time human mimicry, teleoperation | The robot’s inverse kinematics system allows it to replicate human motions, improving its responsive and adaptive interaction with the environment."
"1gpi588","Carpet waste makes concrete crack-proof, boosts strength by 40% — Aussie engineers | The new technique significantly reduced early-age concrete cracking by up to 30%."
"1gpjcqw","Breakthrough robot nails surgery like a human doctor after watching videos | The model can quickly train robots for diverse surgeries, from basic tasks to full procedures, advancing robotic medical capabilities."
"1gpkd1k","Super-strong magnetic muscles lift 1,000 times their weight with ease"
"1gqca2j","Superhuman vision lets robots see through walls, smoke with new LiDAR-like eyes | AI-powered PanoRadar turns radio waves into 3D views, offering robots LiDAR-like vision at lower cost."
"1gqdgbq","Torso: New creepy humanoid robot with water-powered muscles unveiled | The humanoid’s hydraulic system pumps water to achieve the flex to activate its artificial muscles."
"1gqdnyv","Beetle-inspired robots roll objects with new neural control system"
"1gr3dkv","Fatbergs fighter: New self-healing zinc coating cuts sewer clogging by 30% | In lab tests, the coated concrete showed a 30% reduction in fat, oil, and grease buildup."
"1gr5pai","New microreactor converts CO2 to methanol with renewable energy"
"1grv3rt","Finland’s 100MW sand battery turns 2,000 tons of fireplace waste into power | In terms of size, this unique battery will have a height of about 13 meters and a width of roughly 15 meters."
"1grwr8n","Wave-busting tech from Edinburgh keeps robots steady in stormy waters"
"1gsnsd2","Electro-biodiesel: Scientists make 45x more efficient fuel from CO2"
"1gte1hg","ITER receives Hyundai-made vacuum vessel to house nuclear reactions"
"1gti13c","Scientists Make First Mechanical Qubit"
"1gu4lnm","China’s 3 GW solar plant with nearly 6,000,000 panels to power millions of homes | With nearly 6 million panels, the project will prevent release of 4.7 million tons of CO2 every year."
"1gu5599","Robot dog BERT moves faster using new energy-efficient movement tech"
"1gudeus","Revolutionary membrane tech separates 97% oil from water with 99.9% purity | Researchers in China have unveiled a new, highly effective technique for separating oil and water mixtures."
"1guwcq8","Tethered robots could turn Moon’s lava tubes into future astronaut homes | The researchers put this system to the test in the harsh volcanic landscapes of Lanzarote Island in the Atlantic Ocean."
"1guxo1z","MIT spinout uses engines to turn trash gas into green fuel factories"
"1guz7z1","422-million-year-old ancient animal cell helps scientists create a mouse | The team uncovered that choanoflagellates possess versions of the Sox and POU genes—key drivers of pluripotency."
"1gv7sdh","Niantic uses Pokémon Go player data to build AI navigation system. Visual scans of the world have helped Niantic build what it calls a ""Large Geospatial Model."""
"1gve1wk","Scientists identify tomato genes to tweak for sweeter fruit"
"1gvnw6q","New 3D Bioprinter Could Build Replicas of Human Organs, Offering a Boost for Drug Discovery | The invention uses light, sound and bubbles to quickly create copies of soft tissue that might one day support testing individualized therapies for cancer and other diseases"
"1gvpxi0","UK scientists extend solar cell life by stunning 66%, boost efficiency by 23% | To enhance the performance of lead-tin perovskite cells, the team investigated the role of the hole transport layer, a crucial component in solar cell function."
"1gvq5j4","Princeton achieves 10x reduction in tritium needs for nuclear fusion"
"1gvqhog","Microsoft and Atom Computing combine for quantum error correction demo"
"1gwek8q","No more injections: MIT develop capsule that delivers drugs straight to the gut | This capsule is designed to release drugs directly into the stomach wall or other organs in the digestive tract."
"1gwgrar","Space-Age material to boost next-gen modular nuclear fusion reactors"
"1gwia4j","Chemists Use Light To Break Down PFAS at Room Temperature | Chemists have illustrated how an LED light-based photocatalytic system can break the carbon-fluorine bonds in PFAS."
"1gx581m","US deploys first-ever autonomous robotic cameras in stratosphere nationwide | The Swift robots offer enhanced resolution capabilities of 7 centimeters, which match or surpass traditional aerial survey quality."
"1gx7iyv","Bite of hope: Malaria vaccine delivered by gene-edited mosquito kills infection by 89% | This technique gave the immune system a powerful boost, shielding people from the disease."
"1gx8c5v","New solar cell coating triples efficiency, stability, conversion rate"
"1gxmqb6","US deploys first-ever autonomous robotic cameras in stratosphere nationwide"
"1gxy33o","This New, Yellow Powder Quickly Pulls Carbon Dioxide From the Air. Scientists say just 200 grams of the porous material, known as a covalent organic framework, is called COF-999, could capture 44 pounds of the greenhouse gas per year—the same as a large tree"
"1gxzucv","New heat-to-electricity tech beats battery storage with 60% efficiency"
"1gyr6gl","""... jet engines shouldn’t be possible"" “The air coming in is hotter than the melting point of the metal underneath... To get around this problem heat-resistant ceramic coatings are applied to the engine blades. Now researchers are developing stronger coatings allowing the engines to run even hotter"
"1gyukb6","A reaction that only measured protons detected neutrons for the first time | For the last 10 years, scientists have been working on a neutron detector. Finally, they tested it, and it worked like magic."
"1gzh4xb","Engineers turn rotten seaweed into car fuel, aim to cut 14 million-ton of CO2 | Seaweed is showing up on Caribbean beaches and cleaning up costs are in millions of dollars. But this waste can be turned into precious fuels."
"1gzjrst","Boom Supersonic XB-1 jet hits 25,040 feet in record-setting flight"
"1h0c9tj","To design better water filters, MIT engineers look to manta rays. New research shows the filter-feeders strike a natural balance between permeability and selectivity that could inform design of water treatment systems."
"1h0cre8","Scientists use sunlight to break the toughest plastic to recycle"
"1h12sn1","Researchers develop rare earth-free high power electric motors using copper | Using copper coils instead of rare Earth materials in the motor’s rotating part is much more accessible."
"1h14xgc","Japan’s superalloys withstand 1112°F test to protect nuclear fusion reactors "
"1h1u9dd","Gold-based drug slows cancer tumor growth by 82%, outperforms chemotherapy | Gold’s unique properties make it ideal for medical applications, as it is highly stable and unreactive, which also explains its common use in jewelry and coins."
"1h1w4xn","Robot balloons soar 85,000 ft, map NYC-sized areas with 0 emissions"
"1h2mxra","Korea’s artificial Sun switched on to target tungsten impurities"
"1h3dnxy","UK unveils world's 1st AI-designed urban wind turbine with 7x efficiency"
"1h444kn","World first: Scientists convert heat into electricity using tungsten disilicide"
"1h4ujrh","Plasma compression breakthrough: General Fusion hits 600 million neutrons per second | General Fusion demonstrated the viability of a stable fusion process using its MTF approach."
"1h4vl96","Scientists make wood glow with 2,400-year-old honey fungus in a scientific adventure | The biohybrid of fungus and wood, developed in the lab, produces green light after being incubated for three months, with plans to increase its luminosity further."
"1h4vn07","World’s largest CO2 heat pump with 70MW capacity begins operation to power 25,000 homes"
"1h4zvjw","InterestingEngineering has been banned"
"1h5ng2l","AI Dash Cams Give Wake-Up Calls to Drowsy Drivers | Innovative tech detects driver fatigue and signals them to take a break"
"1h5qkfp","Electronic ‘tattoos’ offer an alternative to electrodes for brain monitoring | A spray-on ink detects electrical activity in the brain for hours"
"1h66avu","Licking this “lollipop” will let you taste virtual flavors"
"1h6fl9r","A new catalyst can turn methane into something useful. MIT chemical engineers have devised a way to capture methane, a potent greenhouse gas, and convert it into polymers."
"1h6gurk","Refurbished heart pacemakers work like new"
"1h6y0td","Robot cat that sticks landing may revolutionise asteroid mining, scientists say"
"1h78m56","Prenatal test accidentally picks up cancer in 50% of those with wonky results | The prenatal test results flagged cancers when other screens and tests missed it."
"1h78or2","Billions of people to benefit from technology breakthrough that ensures freshwater for the world"
"1h792n3","Carpet fibres stop concrete cracking. Engineers in Australia have found a way to make stronger and crack-resistant concrete with scrap carpet fibres, rolling out the red carpet for sustainability in the construction sector."
"1h7qdkm","'Breakthrough' dementia drug looks to stop disease in its tracks"
"1h8130c","Two European satellites launch on mission to blot out the Sun—for science"
"1h815us","Burned rice hulls could help batteries store more charge"
"1h8350t","Scientists develop battery with 5,000+ year lifespan by encasing radioactive carbon in diamond | It could power electronics aboard space probes for centuries, among other things"
"1h8fwm0","Virtual lab powered by ‘AI scientists’ super-charges biomedical research"
"1h8s83b","Researchers claim record-breaking 25.7% efficency for perovskite-organic tandem solar cell"
"1h8tarx","Drones With Legs Can Walk, Hop, and Jump Into the Air"
"1h98sb7","The Art of Failure Analysis. Searching for defects in their chips, these engineers found something inspiring."
"1h9jtac","""World's simplest"" nuclear reactors could be installed underground to provide heat to cities"
"1h9jyfw","Temporary scalp e-tattoos that scan brain could replace traditional EEGs forever"
"1h9p8h3","Scientists discover new way to make fuel from water and sunlight, but more work is needed"
"1ha8fsu","Brain Stimulation Helps People ​Walk After Spinal Injury | Researchers created a ""brain atlas"" to find the right spot for electrodes"
"1ha9xig","Crop Parasites Can Be Deterred by “Electric Fences” A pesticide-free technique holds promise by scrambling protists’ senses"
"1hb24op","Sionic Energy Unveils 100-Percent Silicon Anode Battery"
"1hbirv1","Ferroelectric Devices Could Make IoT Data Unhackable. FeFET array enables homomorphic encryption in battery-powered devices."
"1hbnqfg","Nvidia, Rigetti, Quantum Machines Deliver AI-Powered Quantum Computing"
"1hbtd03","AI Is Driving India’s Next Agricultural Revolution"
"1hbuf8o","Google gets an error-corrected quantum bit to be stable for an hour"
"1hbug93","Transforming fusion from a scientific curiosity into a powerful clean energy source"
"1hcj85x","Fish-Inspired Sensor ""Touches"" Using Electric Fields | A synthetic e-skin uses capacitance to detect nearby objects"
"1hcl9co","Graphene Interconnects to Moore's Law's Rescue"
"1hclrpw","Scientists have accidentally discovered a particle that has mass when it’s traveling in one direction, but no mass while traveling in a different direction | Known as semi-Dirac fermions, particles with this bizarre behavior were first predicted 16 years ago."
"1hdai04","New tongue-stimulating implant offers hope to millions with sleep apnoea in UK first | Nyxoah’s Genio device zaps the nerves in the tongue to help sufferers breathe better overnight"
"1hdco1q","Award-winning tech uses cyborg mollusks to monitor water pollution"
"1hdnl19","Nvidia, AMD, and Intel invest in Ayar Labs to enable futuristic light-based chips"
"1he2dzd","New invention harvests static energy from waste polystyrene to produce electricity"
"1he3w1t","Noninvasive imaging method can penetrate deeper into living tissue. Using high-powered lasers, this new method could help biologists study the body’s immune responses and develop new medicines."
"1he6r00","New retrofit lets micro-turbines burn both hydrogen and natural gas"
"1het2r9","Shape-Shifting Antenna Takes Cue From ""The Expanse"" Inspired by the sci-fi show, the device morphs to suit its signals"
"1het4ww","Magnetic ""metasheet"" material moves objects like a conveyor belt"
"1hez16g","Researchers have developed a new device which will enable small drones to shoot powerful lasers – something once thought impossible"
"1hfj8vj","Optical fibers monitor brain for deadly post-injury complications"
"1hfk2a2","Physicists uncover new state of matter called quantum spin liquid | This discovery could open doors for further discoveries in fundamental and quantum physics."
"1hg83wx","""Crazy Li"" arms drones with powerful lasers that can cut through metal"
"1hgancg","Nuclear-electric rocket propulsion could cut Mars round-trips down to a few months"
"1hh0628","An innovative fertility technology using stem cells to help an embryo mature outside the body has resulted in the world’s first live human birth | Gameto, the company that developed the approach, says it’s faster, safer and more accessible than conventional IVF."
"1hh1izr","Cyborg cockroach armies can now be mass-produced at a rate of one every 68 seconds"
"1hhr8q6","Squid-based biodegradable sponge removes 99.9% of microplastics from water | The new sponge method is promising, but challenges such as properly disposing of absorbed microplastics remain a critical issue."
"1hhyvda","Biologically inspired bioactive hydrogels for scarless corneal repair"
"1hiiaj3","Billion times faster chip-based laser neuron can process 34.7 million images per second | The researchers have created chip-based quantum-dot laser-graded neurons."
"1hiicdb","Miniature VR headset to immerse mice in virtual environments to reveal neural activity | The researchers are looking to further develop the goggles, with a lightweight, mobile version for larger rodents."
"1hikehr","Chiral flat-band optical cavity with atomically thin mirrors"
"1hioquf","New physics sim trains robots 430,000 times faster than reality | ""Genesis"" can compress training times from decades into hours using 3D worlds conjured from text."
"1hj9sa6","A football field in a teaspoon: New material has insane surface area"
"1hjkbj3","CERN's Large Hadron Collider finds the heaviest antimatter particle yet | Hyperhelium-4 now has an antimatter counterpart"
"1hjyjq9","'Absolute miracle' breakthrough provides recipe for zero-carbon cement"
"1hjzcjn","Green sea turtle gets relief from “bubble butt” syndrome thanks to 3D printing"
"1hk6ua5","Tetsuwan Scientific is making robotic AI scientists that can run experiments on their own"
"1hkm4wo","Desert ant vision powers sci-fi style super chip to spot cancer, boost security | Chinese researchers have developed a miniature, on-chip polarization photodetector."
"1hkm88w","Scientists develop matchbox-sized laser in a bid to boost quantum research | The affordable, lightweight 780nm laser can perform on par with typical tabletop lasers and can be used both inside and outside the lab, according to the researchers."
"1hkmh5n","Engineers achieve quantum teleportation over active internet cables | As research advances, we could enter a new era in communication technology, where quantum and traditional networks can coexist to offer unprecedented levels of security and speed."
"1hkn6tk","Transparent bamboo: A fireproof and waterproof alternative to glass"
"1hlddah","Iron Man-inspired exoskeleton helps paraplegics walk again"
"1hldpy7","Will Even the Most Advanced Subs Have Nowhere to Hide? The scramble to preserve submarine stealth in an age of AI and all-seeing sensors"
"1hm0ife","MIT's light-activated antiferromagnetic memory could replace today's ferromagnets"
"1hm13re","A Bionic Leg Controlled by the Brain. A new kind of prosthetic limb depends on carbon fibre and computer chips—and the reëngineering of muscles, tendons, and bone."
"1hmd9zy","F1 stalwart is quietly innovating to bring its expertise in cooling to data centers and beyond | Castrol is developing dielectric fluids for immersion cooling systems "
"1hmm40v","The British Army is trialing radio waves to zap drones out of the sky – at 13 cents per shot | The system disrupt drones from over a kilometer away, essentially shooting them down"
"1hmnkkb","Twisted light: The Edison bulb has purpose again"
"1hms3kr","Swarms of tiny robots coordinate to achieve ant-like feats of strength"
"1hndqih","Stem cells from mice have been 'instructed' to form specific tissues and organs | Researchers can guide and control the development of stem cells into specific tissues and organs, opening the door to developing a means of one day tackling complex diseases like diabetes and Parkinson’s disease."
"1hne7v5","Breakthrough treatment flips cancer cells back into normal cells"
"1hod1vv","MIT engineers grow “high-rise” 3D chips. An electronic stacking technique could exponentially increase the number of transistors on chips, enabling more efficient AI hardware."
"1howzkh","Scientists Built Tiny VR Goggles for Mice"
"1hozms8","Five breakthroughs that make OpenAI’s o3 a turning point for AI — and one big challenge"
"1hplzo7","MIT team decodes quantum geometry in kagome metal for the first time | We know a lot about electrons in terms of their energy, nature, and movement. However, their quantum geometry has remained a puzzle."
"1hpnbb9","How Hallucinatory A.I. Helps Science Dream Up Big Breakthroughs"
"1hpnhv8","Anti-aging treat: Dog drug could extend human lifespan, US scientists explore | The US-based company believes their research on canine longevity will also benefit humans."
"1hpwd6c","In a first, surgical robots learned tasks by watching videos | Robots have been trained to perform surgical tasks with the skill of human doctors, even learning to correct their own mistakes during surgeries."
"1hqe9k9","Remote-controlled gene therapy uses ultrasound to kill cancer"
"1hr385t","Manta rays inspire faster swimming robots and better water filters"
"1hrorwc","A colossal 18,000kg EV is autonomously loading gold at a Canadian mine, with a high-performance 540 kW electric drivetrain and a massive battery"
"1hrt4mj","Clever armadillo-inspired ""fabric"" gets stiff or soft as needed"
"1hrtc3n","System to auto-detect new variants will inform better response to future infectious disease outbreaks | Researchers found a new way to identify more infectious variants of viruses or bacteria that start spreading in humans - including the flu, COVID, whooping cough and tuberculosis."
"1hsl46v","New ultrasound tech could be used to 3D-print implants inside the body | In order to keep surgeries minimally invasive, it would be great if implants could be injected into the body in liquid form, then solidified once in place."
"1hsobi1","Scientists extract gold from e-waste to transform CO2 into valuable chemicals | The team’s innovation recovers gold from discarded electronics and uses it as a catalyst to transform CO2 into useful organic materials."
"1ht66c2","Injected hydrogel becomes a bone-healing solid when exposed to light | Cells from the adjacent bone tissue gradually migrate into such a material, where they proceed to reproduce as the material harmlessly biodegrades."
"1hte730","Implants made of your blood could repair broken bone"
"1htwmfg","Next-gen EV batteries could last decades, researchers show the potential of single-crystal electrode tech | The battery lifespan could be around 20,000 cycles or 8 million kilometers"
"1hu7mov","Liquid crystal glasses filter out epileptic-seizure-triggering light"
"1huh4zy","Robots can now walk through muddy and slippery terrain, thanks to moose-like feet"
"1huyvel","Parkinson's disease may one day be treated with a shot of magnetic discs"
"1hvg2gc","Drones With Legs Can Walk, Hop, and Jump Into the Air"
"1hvrnth","Clever coating for medical devices stops clots by imitating a blood vessel"
